stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
21Day,0,0,0,0,2.68,0,0
3Month,0,2.24,0.64,0.96,0.32,0.32,0.64
22Month,0.55,5.47,0,0.55,0,0,0.55
