stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,14.98,0,1.07,0,0,0
21Day,46.85,0,1.34,1.34,1.34,5.35
3Month,6.08,0.64,0,0,0,3.84
22Month,0.55,0,0,0,0,1.09
