stage,Epithelial,Germ,Immune,Neuron,Secretory
72hpf,0,0,0,40.65,0
21Day,0,0,0,4.02,0
3Month,2.56,1.28,2.24,24.96,0
22Month,8.75,1.09,0,0,1.64
