stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,20.43,0,0,4.09,0,8.17
72hpf,0,12.84,0,0,1.07,0,1.07
21Day,0,0,0,0,0,0,1.34
3Month,0,0.64,0.64,0,0,0,0
22Month,2.73,15.85,284.81,7.11,0.55,2.73,1.64
