stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory
24hpf,0,0,0,0,8.17,0
72hpf,0,0,0,0,2.14,0
21Day,1.34,0,0,0,1.34,0
3Month,0,0,2.56,0.32,0,0.32
22Month,0,1.09,1.09,0,0,0
