stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,1.07,0,0,0,1.07,0,0
21Day,0,1.34,0,0,0,0,0,1.34
3Month,0.64,27.84,49.27,0.64,0.64,0.64,2.24,0
22Month,0,10.39,27.33,2.19,0,0,0,0.55
