stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0
21Day,2.68,0,0,0,1.34,0,1.34,0
3Month,8,12.16,1.28,1.6,1.6,0,1.92,3.2
22Month,6.56,3.28,0.55,0,1.09,1.09,0,1.64
