stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
21Day,0,0,0,0,0,2.68,0,0
3Month,24.64,0.32,0.96,0,0.64,0,0,0.32
22Month,9.84,0,0.55,1.64,0,0,1.09,0
