stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,69.47,4.09,0,16.35
72hpf,5.35,0,0,1.07,78.09,0,1.07,18.19
21Day,5.35,1.34,0,1.34,54.88,0,14.72,9.37
3Month,5.12,0,0.64,1.92,0.32,0,2.88,4.16
22Month,19.13,0,4.92,1.09,1.09,0.55,9.84,4.37
