stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,4.09,0
72hpf,0,0,0,0,0,0,0,1.07
21Day,0,6.69,0,0,0,2.68,0,4.02
3Month,0.64,26.88,0.32,0.64,9.6,1.28,0.96,5.12
22Month,0.55,10.39,0,0,2.73,0,1.09,3.28
