stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
72hpf,0,0,0,0,1.07,0,0
21Day,0,1.34,8.03,1.34,0,0,0
3Month,0,0.32,0,0.32,0,0,0.64
22Month,0.55,3.83,0,1.64,0,7.11,0.55
