stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,0
72hpf,0,1.07,0,0,0,1.07,0
3Month,0.32,3.84,0.32,0.32,0,0,0.64
22Month,0,2.73,0,3.28,0.55,0,0.55
