stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,8.17,0,0,12.26,0
72hpf,26.74,0,0,1.07,1.07
21Day,16.06,0,0,1.34,2.68
3Month,22.72,4.48,0.96,0,0
