stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,12.26,0,4.09,0,0,0
72hpf,1.07,7.49,0,2.14,0,14.98,0,0,2.14
21Day,0,1.34,0,1.34,0,4.02,0,1.34,1.34
3Month,0,17.92,57.91,13.76,0.32,1.28,0.32,0.96,0.32
22Month,0.55,24.05,1.64,6.56,0,0.55,1.64,1.09,0.55
