stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,24.52,0
72hpf,1.07,0,0,0,1.07,1.07
21Day,1.34,2.68,0,0,0,2.68
3Month,0,0,0.64,0.32,0,0
