stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,4.09,4.09,0,0
72hpf,0,0,0,0,1.07,0,3.21
21Day,1.34,0,0,0,0,0,0
22Month,6.56,3.83,1.09,0,0,0.55,0
