stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0,0,0,0,1.07
21Day,0,1.34,0,0,0,1.34,0,0,0
3Month,0.64,355.78,4.16,4.16,1.28,0.64,0.32,1.92,0.64
22Month,0,8.2,2.19,0.55,0,0,0,0,0
