stage,Epithelial,Erythroid,Germ,Immune,Muscle,Secretory,Stromal
72hpf,0,0,0,0,1.07,0,0
21Day,2.68,1.34,0,12.05,0,1.34,1.34
3Month,0.64,0,0.64,2.56,0,0,0
22Month,1.64,0,0,6.01,0,0,0
