stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,4.09,16.35,0,0
72hpf,4.28,0,0,1.07,7.49,0,0
21Day,9.37,1.34,0,0,5.35,1.34,1.34
3Month,0.96,0,4.48,0,0,0,0.32
22Month,1.09,0,0.55,0,0,0,0
