stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,4.09,0,0
72hpf,0,1.07,0,0,0,0,0,0,0
21Day,0,2.68,0,0,12.05,0,1.34,0,1.34
3Month,0.32,5.12,0.32,4.48,26.24,0.32,0,0.64,0.32
22Month,0.55,13.12,0,0,7.11,0,0,0,0
