stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,24.52,8.17,20.43,4.09,8.17
72hpf,0,2.14,1.07,0,0,1.07,5.35,0,6.42
21Day,0,0,1.34,0,4.02,0,5.35,0,9.37
3Month,1.6,8.32,0,6.4,7.68,1.28,0.32,0,3.2
22Month,0,3.28,0,0,2.19,0,0,0,1.09
