stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,12.26,0,0,0,4.09,16.35,0,0,4.09
72hpf,2.14,2.14,0,0,6.42,93.07,0,0,10.7
21Day,0,0,1.34,0,8.03,24.09,0,1.34,8.03
22Month,0,4.37,0,0.55,0,0,0.55,0,0
