stage,Endothelial,Epithelial,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,12.26,0,0,0
72hpf,0,0,0,4.28,0,0,3.21
21Day,0,5.35,0,4.02,0,1.34,1.34
3Month,0,0.96,0,0,0,0,0.32
22Month,1.09,10.39,1.64,0.55,1.09,0,0.55
