stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,12.26,4.09
72hpf,2.14,0,0,0,5.35,3.21
21Day,1.34,0,0,0,0,0
3Month,2.24,0,1.28,0.32,0,0
22Month,4.37,4.37,1.64,0,0,0.55
