stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,8.17,0,4.09
72hpf,1.07,0,0,1.07,1.07,0
21Day,6.69,0,0,0,0,6.69
22Month,7.11,1.64,0.55,1.09,0,0
