stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,20.43,0,0,53.12,0
72hpf,0,16.05,0,0,11.77,20.33
21Day,1.34,81.65,4.02,5.35,12.05,17.4
3Month,0,4.48,0,0.32,0,0.32
22Month,1.09,3.83,0,0,0,0.55
