stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,12.26,12.26,0,53.12,0,20.43
72hpf,4.28,0,1.07,21.4,0,5.35
21Day,5.35,1.34,0,8.03,1.34,5.35
22Month,0.55,0,0,0,0,1.09
