stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,2.14,4.28
21Day,0,0,0,1.34,0
3Month,3.84,0.64,0.64,0,0.64
22Month,0.55,0,0,0,0.55
