stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,36.78,0,12.26,4.09
72hpf,0,1.07,0,0,2.14,0,25.67,0
21Day,0,4.02,1.34,0,6.69,2.68,409.59,1.34
3Month,0,7.04,0.32,26.24,9.28,0,0.64,0
22Month,0.55,1.64,0.55,0,4.37,0,0.55,0
