stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,0,0,12.26,0,0
72hpf,0,0,0,0,0,11.77,0,2.14
21Day,2.68,1.34,0,1.34,0,10.71,0,5.35
3Month,6.72,0.32,5.76,0.64,0.32,1.28,0,0.96
22Month,9.84,1.09,3.28,3.28,0,0.55,1.09,1.09
