stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,4.09,0,0
72hpf,1.07,0,1.07,0,0,0,0,0,0
21Day,0,1.34,0,0,8.03,1.34,1.34,0,1.34
3Month,0.32,2.88,0,0.32,2.24,0.64,0,0,0
22Month,3.28,11.48,0,0,1.09,0.55,0,0.55,1.09
