stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,40.65,0,0,0,2.14,0,0
21Day,12.05,0,0,1.34,0,0,1.34
3Month,438.65,3.52,5.44,1.6,0.96,2.24,1.92
22Month,24.05,3.83,0.55,0,0,0,2.73
