stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,16.35,0,0
72hpf,0,0,0,8.56,0,1.07
21Day,0,0,1.34,4.02,0,1.34
3Month,3.2,5.44,12.8,0.32,0,1.6
22Month,4.92,0,49.75,0,0.55,1.09
