stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,8.17,0,0,4.09,28.6,0,8.17
72hpf,2.14,6.42,1.07,0,0,13.91,1.07,11.77
21Day,0,4.02,0,0,0,0,0,0
3Month,0,0.32,0,0.32,0,0,0,0
