stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,1.07,0,0,0,2.14,0,0
21Day,4.02,2.68,4.02,0,1.34,1.34,4.02
3Month,3.84,0,6.72,1.6,0,0.64,1.28
22Month,3.28,0,7.65,2.73,0.55,0,0
