stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,12.26,351.43,0,16.35
72hpf,0,0,0,0,6.42,0,6.42
21Day,2.68,0,0,0,1.34,1.34,36.14
3Month,0,0.32,0,0,0,0,0
22Month,0.55,0,0.55,0,0,0,0.55
