stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,4.09,0,0
72hpf,0,2.14,0,0,4.28,0,3.21
21Day,1.34,0,1.34,0,2.68,0,2.68
3Month,0,0.96,19.84,0.96,0,0.32,0.64
22Month,0,1.09,4.37,0.55,0,0,0.55
