stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,0,4.09,306.48,0,4.09
72hpf,3.21,37.44,13.91,0,1.07,19.26,2420.94,2.14,36.37
21Day,0,42.83,17.4,0,10.71,13.39,947.68,28.11,34.8
3Month,0.32,17.92,0,4.8,4.8,1.6,12.8,3.84,1.6
22Month,0,18.04,0,4.92,2.73,0,14.21,14.21,1.64
