stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,12.26,0,0,16.35,24.52,0,12.26
72hpf,0,0,0,0,0,1.07,0,0
21Day,0,0,0,0,13.39,0,0,1.34
3Month,0.32,7.68,0.32,1.28,124.46,0,0,2.24
22Month,1.64,13.67,0,0,93.48,0,1.64,1.09
