stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,8.17,0,0,0,4.09,0,0
72hpf,0,0,0,0,1.07,0,1.07
21Day,6.69,1.34,0,0,22.76,0,1.34
3Month,1.28,0,0,0.32,0.32,0,0.32
22Month,21.32,0,2.73,3.83,2.19,1.09,1.09
