stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,32.69,0,0
72hpf,0,0,0,0,4.28,0,0
21Day,0,0,0,1.34,5.35,0,2.68
3Month,5.44,0.32,12.8,0.32,0.32,0.32,1.28
