stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,0,0,0,0
72hpf,4.28,0,0,1.07,13.91,0,0,1.07
21Day,5.35,0,0,1.34,4.02,0,2.68,2.68
3Month,1.6,4.8,0.32,0,0,0,0,0
22Month,6.01,1.64,1.09,0.55,2.73,1.09,0,0.55
