stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,4.09,384.12,4.09,0,8.17
72hpf,0,2.14,0,1.07,328.43,0,0,2.14
21Day,0,4.02,5.35,0,101.73,0,1.34,0
3Month,0,1.6,0,0,0.64,0,0,0
22Month,0.55,3.28,0,0,0.55,0,0.55,0
