stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,4.09,0,0
72hpf,0,3.21,0,0,0,7.49,0,1.07
21Day,1.34,1.34,0,0,0,0,0,1.34
3Month,0,1.6,0,4.48,0.32,0.32,0.32,0.64
22Month,0,6.01,0.55,1.64,1.09,0,1.09,1.09
