stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,12.26,0,0,0
72hpf,0,1.07,0,0,0,3.21,0,0,6.42
21Day,0,72.28,1.34,0,9.37,5.35,0,0,1.34
3Month,0.64,82.23,0,1.92,4.16,0.64,0,0.32,1.6
22Month,0.55,28.97,0,1.09,1.64,0.55,1.64,0,0.55
