stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,0,4.09
72hpf,11.77,0,0,0,0,5.35,0
21Day,10.71,1.34,0,0,1.34,1.34,0
3Month,17.28,0,2.88,1.28,0.32,0.64,0.64
22Month,2.19,0,0,0,0,0,0
