stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,12.26,0
72hpf,2.14,0,0,0,17.12,0
21Day,0,1.34,0,1.34,4.02,1.34
22Month,3.28,1.64,1.09,0,0,0
