stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,1.07,0,0,0,1.07,0,0,0
21Day,0,0,1.34,0,1.34,0,5.35,0,2.68
3Month,0,1.92,0,0.32,0,0.32,0.32,0.32,0
22Month,1.09,16.95,0,4.37,0,0.55,407.26,0.55,1.09
