stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,0,20.33,0,0,0,3.21,0
21Day,0,13.39,0,0,0,0,0
3Month,0.32,28.8,0.32,0.96,1.28,0,0.96
22Month,0,1.64,0,0.55,0,0,0
