stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,4.09,0
72hpf,0,3.21,1.07,0,0,0,5.35,3.21
21Day,0,1.34,1.34,0,0,0,4.02,2.68
3Month,0,4.8,0.32,20.16,1.6,1.28,0,1.92
22Month,0.55,4.92,0,1.64,0.55,0,0.55,1.09
