stage,Epithelial,Germ,Neuron,Secretory,Stromal
24hpf,4.09,0,4.09,0,0
72hpf,0,0,3.21,0,0
21Day,0,0,1.34,0,0
3Month,0,0.32,0,0.32,0.32
22Month,1.64,0,0,0,0
