stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,0,1.07,0,0,0
21Day,0,0,0,0,0,1.34
3Month,0.32,0,0.32,0,0,0.32
22Month,0,1.09,0,0,0.55,0
