stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,8.17,0,0,0
72hpf,1.07,0,0,0,0,1.07,0,0,0
21Day,0,0,1.34,1.34,0,0,0,1.34,4.02
3Month,0.32,3.2,0,5.12,0.32,0,0,0,0
22Month,0,4.92,0,7.65,0,0,1.09,0.55,0
