stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,36.78,0,4.09
72hpf,0,1.07,0,0,26.74,0,0
21Day,0,1.34,0,0,10.71,1.34,1.34
3Month,0,0,0.64,0.32,0,0,0
22Month,1.09,4.37,0,0,0,0,0
