stage,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,1.07,0,0,3.21,0,0
21Day,2.68,1.34,0,1.34,0,0
3Month,0.64,0,0.32,0,0,0
22Month,2.19,0,0.55,0,0.55,0.55
