stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,2.14,0,0,2.14,12.84,0,3.21
21Day,2.68,0,0,0,12.05,1.34,4.02
3Month,0.96,0,0,0,0,0,0
22Month,3.83,0.55,0.55,0,0,1.09,0
