stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,12.26,32.69,0,12.26,0,286.05,0,4.09,28.6
72hpf,1.07,14.98,1.07,1.07,1.07,93.07,0,0,19.26
21Day,0,13.39,0,0,4.02,26.77,0,1.34,14.72
3Month,0,0.32,0,0,0,0.32,0,0,0
22Month,0,5.47,0,0,0,0,0.55,0,0.55
