stage,Epithelial,Germ,Immune,Muscle,Secretory,Stromal
21Day,1.34,0,0,0,0,0
3Month,3.2,0.32,2.24,0.32,0.32,0
22Month,3.28,0.55,1.64,0,0,0.55
