stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,0,1.07,0,0,0
21Day,0,0,0,0,26.77,0,4.02,0,1.34
3Month,0.64,9.92,0.32,5.76,88.31,0.64,0,0,6.72
22Month,0,3.83,0.55,1.09,31.71,0,0,0.55,0.55
