stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,4.09,0
72hpf,0,0,0,0,0,1.07,1.07
21Day,9.37,1.34,0,0,4.02,1.34,8.03
3Month,0.96,0,0.32,0.32,0,0,0
