stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,4.09,0,12.26,0,4.09
72hpf,2.14,0,0,1.07,1.07,24.61,0,4.28
21Day,16.06,1.34,0,9.37,2.68,12.05,2.68,4.02
3Month,39.67,0.32,2.24,17.6,1.28,2.24,1.6,1.6
22Month,21.32,0,1.09,8.75,1.09,0.55,0,0.55
