stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,12.26,4.09
72hpf,0,0,0,0,0,0,1.07,0
21Day,0,0,0,4.02,0,0,1.34,0
3Month,0.32,5.44,0.32,30.4,2.56,0.64,0,0.96
22Month,0,6.56,0,42.09,2.73,0,0,0
