stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,192.06,0,0,16.35,0,0
72hpf,0,160.47,1.07,2.14,4.28,0,6.42
21Day,0,265.03,1.34,1.34,5.35,1.34,0
22Month,0.55,1.64,0,0,0,0,0
