stage,Epithelial,Muscle,Neuron,Other,Stromal
24hpf,12.26,4.09,151.2,0,32.69
72hpf,6.42,0,3.21,1.07,2.14
21Day,6.69,0,8.03,0,0
3Month,0.64,0,0,0,0
